lib/utils/names.ml,.058
lib/utils/namegen.ml,.033
lib/mpst/ltype.ml,.025
lib/mpst/gtype.ml,.022
lib/syntaxtree/symtable.ml,.021
lib/mpst/efsm.ml,.019
lib/protobuf/protobufConvert.ml,.014
lib/mpst/extraction.ml,.013
lib/codegen/go/goenvs.ml,.012
lib/codegen/go/goimpl.ml,.010
lib/mpst/expr.ml,.008
lib/codegen/go/gocodegen.ml,.007
lib/codegen/fstar/fstarcodegen.ml,.004
lib/codegen/go/gonames.ml,.002
